Date;Source;Destination;Prefix;Direction;Billsec;Status;N;a;a;a;a;a;a;a;a;a;a;a;a;a;a
2011-11-21 06:36:00;90259;79173854445;791738;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 06:36:04;90259;79173854445;791738;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 06:36:05;90259;79173854445;791738;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:22:53;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:22:56;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:22:58;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:23:01;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:23:03;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:23:23;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:23:40;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:23:42;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:23:46;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:23:51;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:23:56;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 09:23:59;90259;79173748525;791737;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 10:12:39;90259;79177778998;791777;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 10:13:21;90259;79177434620;791774;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 11:21:47;90259;79174048480;79174;Russian Federation MOB Russia Bashkortostan Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 10:54:23;93251;79876623597;798766;Russian Federation MOB Russia 79 Chuvash MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 11:14:09;95630;79803771808;798037;Russian Federation MOB Russia 79 Belgorod MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 05:23:13;96312;79806630681;7980663;Russian Federation MOB Russia 79 Yaroslavl MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:52:38;97642;79872978284;798729;Russian Federation MOB Russia 79 Tatarstan MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:52:41;97642;79872978284;798729;Russian Federation MOB Russia 79 Tatarstan MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 13:01:21;107762;79117020050;79117;Russian Federation MOB Russia Leningrad Region Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:26:54;108704;79371866210;793718;Russian Federation MOB Samara MegaFon;0;FAILED(34);1;my_gate_pavl_gsm_sam_obl;0;0;Samara-VOIP ;0;0;Blussert Ltd ;0,022292;0;;0;0;0;0
2011-11-21 09:21:03;108704;79371866210;793718;Russian Federation MOB Samara MegaFon;0;FAILED(34);1;my_gate_pavl_gsm_sam_obl;0;0;Samara-VOIP ;0;0;Blussert Ltd ;0,022292;0;;0;0;0;0
2011-11-21 07:08:38;111111;79197918176;791979;Russian Federation MOB Russia 79 Volgograd MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 07:08:46;111111;79197918176;791979;Russian Federation MOB Russia 79 Volgograd MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 07:10:33;111111;79197918176;791979;Russian Federation MOB Russia 79 Volgograd MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 07:10:38;111111;79197918176;791979;Russian Federation MOB Russia 79 Volgograd MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 11:44:55;111111;79197918176;791979;Russian Federation MOB Russia 79 Volgograd MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 11:50:52;111111;79372113738;793721;Russian Federation MOB Samara Tolyatti MegaFon;0;FAILED(34);1;my_gate_pavl_gsm_sam_obl;0;0;Samara-VOIP ;0;0;Blussert Ltd ;0,022292;0;;0;0;0;0
2011-11-21 07:55:04;114124;79108708189;791087;Russian Federation MOB Russia Nijni Novgorod Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 07:55:12;114124;79108708189;791087;Russian Federation MOB Russia Nijni Novgorod Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 10:32:40;114124;79140773473;791407;Russian Federation MOB Russia 79 Primorye MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 10:32:42;114124;79140773473;791407;Russian Federation MOB Russia 79 Primorye MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 10:32:45;114124;79140773473;791407;Russian Federation MOB Russia 79 Primorye MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 12:11:56;114124;79184291717;791842;Russian Federation MOB Russia Adygea Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:35:08;123456;79803573411;798035;Russian Federation MOB Russia 79 Lipetsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 01:51:14;123456;79128870021;791288;Russian Federation MOB Russia 79 Perm MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 02:13:12;123456;79177025730;791770;Russian Federation MOB Russia Marii El Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 02:13:17;123456;79177025730;791770;Russian Federation MOB Russia Marii El Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 03:17:00;123456;79108300797;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 03:17:06;123456;79108300797;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 04:08:42;123456;79141710016;791417;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 04:08:47;123456;79141710016;791417;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 04:15:52;123456;79137450269;79137;Russian Federation MOB Russia 79 Novosibirsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 04:15:57;123456;79137450269;79137;Russian Federation MOB Russia 79 Novosibirsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 05:05:43;123456;79116551016;7911655;Russian Federation MOB Russia Arkhangelsk Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 05:05:46;123456;79116551016;7911655;Russian Federation MOB Russia Arkhangelsk Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 05:15:33;123456;79130180512;791301;Russian Federation MOB Russia 79 Novosibirsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 06:35:57;123456;79176591770;791765;Russian Federation MOB Russia Chuvashiya Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 06:36:00;123456;79176591770;791765;Russian Federation MOB Russia Chuvashiya Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 06:46:58;123456;79176591770;791765;Russian Federation MOB Russia Chuvashiya Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 06:47:06;123456;79176591770;791765;Russian Federation MOB Russia Chuvashiya Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 07:46:30;123456;79139001378;791390;Russian Federation MOB Russia 79 Novosibirsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:06:18;123456;79141680024;791416;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:06:32;123456;79141680024;791416;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:30:08;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:30:12;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:31:10;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:31:22;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:32:08;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:32:11;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:33:08;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:33:11;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:33:28;123456;79134510613;791345;Russian Federation MOB Russia 79 Novosibirsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:33:29;123456;79134510613;791345;Russian Federation MOB Russia 79 Novosibirsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:34:06;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:34:08;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:34:44;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 08:34:48;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 10:56:07;123456;79130180512;791301;Russian Federation MOB Russia 79 Novosibirsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 11:35:51;123456;79197440114;791974;Russian Federation MOB Russia 79 Stavropol MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 11:45:56;123456;79197440116;791974;Russian Federation MOB Russia 79 Stavropol MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 11:48:08;123456;79137440039;79137;Russian Federation MOB Russia 79 Novosibirsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 13:37:36;123456;79138900953;791389;Russian Federation MOB Russia 79 Novosibirsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 14:15:08;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 14:15:11;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 14:17:10;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 14:17:12;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 14:18:09;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 14:18:13;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 14:19:09;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 14:19:12;123456;79108300795;791083;Russian Federation MOB Russia 79 Tver MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 14:51:08;123456;79141830014;791418;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 14:51:10;123456;79141830014;791418;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:19:20;212345;79142702018;791427;Russian Federation MOB Russia 79 Sakha Yakutia MTS  ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:24:25;212345;79144120648;791441;Russian Federation MOB Russia 79 Khabarovsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:24:28;212345;79142907529;791429;Russian Federation MOB Russia 79 Sakha Yakutia MTS  ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:27:14;212345;79144120648;791441;Russian Federation MOB Russia 79 Khabarovsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:32:27;212345;79142056777;791420;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:32:42;212345;79142907529;791429;Russian Federation MOB Russia 79 Sakha Yakutia MTS  ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:33:24;212345;79147866386;791478;Russian Federation MOB Russia Kamchatka Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:37:31;212345;79142056777;791420;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:37:38;212345;79139050459;791390;Russian Federation MOB Russia 79 Novosibirsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:38:40;212345;79112247329;79112;Russian Federation MOB Russia Leningrad Region Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:38:46;212345;79140084480;791400;Russian Federation MOB Russia 79 Irkutsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:42:28;212345;79149567185;791495;Russian Federation MOB Russia Irkutsk Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:42:43;212345;79141886503;791418;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:42:55;212345;79147904370;791479;Russian Federation MOB Russia 79 Primorye MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:46:59;212345;79142075112;791420;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:47:13;212345;79144120648;791441;Russian Federation MOB Russia 79 Khabarovsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:50:35;212345;79139187729;791391;Russian Federation MOB Russia 79 Novosibirsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:51:36;212345;79141598716;791415;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:51:42;212345;79879197515;798791;Russian Federation MOB Samara MTS;0;FAILED(34);1;my_gate_pavl_gsm_sam_obl;0;0;Samara-VOIP ;0;0;Blussert Ltd ;0,013375;0;;0;0;0;0
2011-11-21 00:54:55;212345;79147954167;791479;Russian Federation MOB Russia 79 Primorye MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:55:26;212345;79148484333;791484;Russian Federation MOB Russia Buryatiya Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:56:07;212345;79148311369;791483;Russian Federation MOB Russia Buryatiya Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:57:09;212345;79134439994;791344;Russian Federation MOB Russia Khakassiya Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:59:02;212345;79149137713;791491;Russian Federation MOB Russia Irkutsk Reg Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:59:38;212345;79147231999;791472;Russian Federation MOB Russia 79 Primorye MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 00:59:53;212345;79146710501;791467;Russian Federation MOB Russia 79 Primorye MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 01:01:41;212345;79144249923;791442;Russian Federation MOB Russia 79 Khabarovsk MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 01:01:53;212345;79178876201;791788;Russian Federation MOB Russia 79 Tatarstan MTS   ;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 01:02:23;212345;79142148258;791421;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
2011-11-21 01:04:54;212345;79141886503;791418;Russian Federation MOB Russia Khabarovskii Krai Mobile;0;FAILED(34);1;my_gate_pavl_mts_ru;0;0;Samara-VOIP ;0;0;XLine Telecom ;0,018576;0;;0;0;0;0
